CCG Code,Practice Code,Practice Name,GP Prevalence
00Q,P81707,DR N NAGPAL'S PRACTICE,9.0
00Q,P81204,DR SD JADHAV'S PRACTICE,8.3
00Q,P81771,DR RC RAUTRAY'S PRACTICE,8.3
00Q,P81673,DR RPS VIRDI'S PRACTICE,8.2
00Q,P81167,DR MK DATTA'S PRACTICE,7.9
00Q,P81005,DR CH MOWBRAY'S PRACTICE,7.1
00Q,P81704,DR I TIMSON'S PRACTICE,7.0
00P,A89620,DR THOMAS,7.9
00P,A89029,SPRINGWELL HOUSE,7.3
00P,A89019,"DRS CLOAK, CHOI AND MILLIGAN",7.0
00P,A89018,ASHBURN MEDICAL CENTRE,6.9
00P,A89035,SOUTHLANDS MEDICAL GROUP,6.9
00P,A89024,THE BROADWAY MEDICAL PRACTICE,6.8
00P,A89013,THE NEW CITY MEDICAL GROUP,6.8
00P,A89004,PEPPER HM,6.7
00P,A89036,CASTLETOWN MEDICAL CENTRE,6.7
00P,A89604,DR WEATHERHEAD & ASSOCIATES,6.6
00N,Y00915,TRINITY RIVERSIDE PRACTICE,7.8
00N,A88006,TALBOT MEDICAL CENTRE,7.5
00N,A88020,FLAGG COURT (DR S CHANDER),7.3
00N,A88015,ST. GEORGE'S MEDICAL CENTRE,7.1
00N,A88003,MARSDEN RD. HEALTH CENTRE,7.1
00N,A88012,HEBBURN HEALTH CENTRE PRACTICE,7.1
00N,A88025,THE G.P.SUITE,7.1
00N,A88613,EAST WING PRACTICE,6.9
00N,A88023,WHITBURN SURGERY,6.9
00N,A88010,ALBERT ROAD SURGERY,6.8
00M,A81018,BENTLEY MEDICAL PRACTICE,7.6
00M,A81038,HIRSEL MEDICAL CENTRE,7.5
00M,A81047,MARSKE MEDICAL CENTRE,7.1
00M,A81065,THE ESTON SURGERY,7.0
00M,A81008,ALBERT HOUSE CLINIC,7.0
00M,A81042,SOUTH GRANGE MEDICAL CENTRE,6.9
00M,A81049,KINGS MEDICAL CENTRE,6.9
00M,A81048,ZETLAND MEDICAL PRACTICE,6.8
00M,A81053,WOODSIDE SURGERY,6.8
00M,A81605,PARK AVENUE SURGERY,6.5
00L,A84013,THE GABLES MEDICAL GROUP,8.6
00L,A84032,BURNHOUSE SURGERY,8.4
00L,A84036,WELLWAY MEDICAL GROUP,8.1
00L,A84029,WIDDRINGTON SURGERY,7.8
00L,A84020,GUIDEPOST MEDICAL GROUP,7.5
00L,A84028,SEATON PARK MEDICAL GROUP,7.3
00L,A84022,COQUET MEDICAL GROUP,7.3
00L,A84038,FORUM FAMILY PRACTICE,7.1
00L,A84026,WELL CLOSE SQUARE SURGERY,7.1
00L,A84014,MARINE MEDICAL GROUP,7.0
00K,A81056,MELROSE SURGERY,6.5
00K,A81609,DR BANERJEE,6.3
00K,A81014,QUEENSTREE PRACTICE,6.2
00K,A81001,THE DENSHAM SURGERY,6.1
00K,A81002,QUEENS PARK MEDICAL CENTRE,6.0
00K,A81006,TENNANT STREET MEDICAL PRACTICE,5.9
00K,A81612,THE PATEL PRACTICE,5.9
00K,A81063,THE HEADLAND MEDICAL CENTRE,5.9
00K,A81622,GLADSTONE HOUSE SURGERY,5.8
00K,A81011,CHADWICK PRACTICE,5.8
00J,A83637,PELTON FELL SURGERY,9.0
00J,A83622,THE HAVEN SURGERY,8.9
00J,A83076,DIPTON SURGERY,8.6
00J,A83023,STANLEY MEDICAL GROUP,8.1
00J,A83632,CRAGHEAD MEDICAL CENTRE,7.9
00J,A83029,THE SURGERY GREAT LUMLEY,7.7
00J,A83644,ANNFIELD PLAIN SURGERY,7.3
00J,A83024,WEST RAINTON SURGERY,7.2
00J,A83635,BOWBURN MEDICAL CENTRE,7.1
00J,A83018,CONSETT MEDICAL CENTRE,7.1
00H,Y02726,SCOTSWOOD GP PRACTICE,9.1
00H,A86021,HOLMSIDE MEDICAL GROUP,7.4
00H,A86013,DENTON PARK MEDICAL GROUP,7.2
00H,A86035,BROADWAY MEDICAL CENTRE,7.0
00H,A86037,GRAINGER MEDICAL GROUP,6.7
00H,A86012,WEST ROAD MEDICAL CENTRE,6.6
00H,A86025,WESTERHOPE MEDICAL GROUP,6.4
00H,A86601,DENTON TURRET MEDICAL CENTRE,6.4
00H,A86017,CRUDDAS PARK SURGERY,6.1
00H,Y00184,DILSTON MEDICAL CENTRE,6.0
00G,A86011,WALKER MEDICAL GROUP,6.6
00G,A86009,FALCON MEDICAL GROUP,6.2
00G,A86028,ELMFIELD HEALTH GROUP,5.9
00G,A86040,ST. ANTHONY'S HEALTH CENTRE,5.6
00G,A86029,THORNFIELD MEDICAL GROUP,5.5
00G,A86008,PARK MEDICAL GROUP,5.3
00G,A86023,37A MEDICAL CENTRE,5.0
00G,A86010,BIDDLESTONE HEALTH GROUP,4.9
00G,A86024,HEATON ROAD SURGERY,4.5
00G,A86018,THE GROVE MEDICAL GROUP,4.2
00F,A85013,MILLENNIUM FAMILY PRACTICE,7.5
00F,A85605,RYTON SURGERY,7.4
00F,A85601,BIRTLEY LANE SURGERY,7.3
00F,A85003,THE GROVE MEDICAL CENTRE,7.3
00F,A85021,SECOND STREET SURGERY,7.3
00F,A85614,THE BRIDGES MEDICAL CENTRE,7.0
00F,A85026,BEACON VIEW MEDICAL CENTRE,6.9
00F,A85024,PRIMARY HEALTHCARE CENTRE,6.9
00F,A85025,1 RAWLING ROAD (THE MEDICAL CENTRE),6.8
00F,A85016,DR KAURA & PARTNERS,6.5
00D,A83032,COCKFIELD SURGERY,8.8
00D,A83003,WILLINGTON MEDICAL GROUP,8.3
00D,A83627,DR M. SANGHERA,8.1
00D,A83037,DR FERGUSON & PARTNERS,7.7
00D,A83626,EVENWOOD SURGERY,7.7
00D,A83068,JUPITER HOUSE,7.6
00D,A83638,DR BALIGA,7.6
00D,A83008,HALLGARTH SURGERY,7.5
00D,A83025,BISHOPGATE MEDICAL CENTRE,7.1
00D,A83634,WEST CORNFORTH MEDICAL CENTRE,7.1
00C,A83005,WHINFIELD SURGERY,7.8
00C,A83040,CLIFTON COURT MEDICAL PRACTICE,7.3
00C,A83047,DENMARK STREET SURGERY,7.0
00C,A83006,ORCHARD COURT SURGERY,6.8
00C,A83641,PARKGATE SURGERY,5.9
00C,A83013,NEASHAM ROAD SURGERY,5.8
00C,A83034,BLACKETTS MEDICAL PRACTICE,5.7
00C,A83031,CARMEL MEDICAL PRACTICE,5.7
00C,A83010,MOORLANDS SURGERY,5.6
00C,A83070,FELIX HOUSE SURGERY,5.1
